CustomerID,FirstName,LastName,DateOfBirth,AddressID,CustomerTypeID,Age
10759,Reginald,Anthony,1985-02-28 00:00:00.000000,421,1,41.0
10425,Suellen,Zimmerman,1986-06-02 00:00:00.000000,956,3,40.0
10080,Freeman,Kelly,1974-05-31 00:00:00.000000,97,3,52.0
10437,Lincoln,Bartlett,1978-02-22 00:00:00.000000,182,2,48.0
10536,Jamie,Swanson,1996-03-30 00:00:00.000000,523,2,30.0
10123,Cecille,Spencer,1993-12-05 00:00:00.000000,499,2,32.0
10436,Chantell,Schneider,1993-01-03 00:00:00.000000,268,3,33.0
10720,Gabriel,Craft,1984-04-23 00:00:00.000000,1083,3,42.0
10118,Tonie,Heath,1993-01-14 00:00:00.000000,681,1,33.0
10208,Barton,Hart,1976-09-30 00:00:00.000000,251,3,49.0
10253,Charita,Farmer,1999-11-28 00:00:00.000000,137,3,26.0
10843,Salena,Burton,1968-10-30 00:00:00.000000,77,2,57.0
10793,Marinda,David,1960-05-08 00:00:00.000000,375,1,66.0
10689,Melita,Beach,1968-06-12 00:00:00.000000,754,1,58.0
10755,Damien,Hatfield,1960-12-28 00:00:00.000000,824,2,65.0
10384,Mammie,Faulkner,1960-08-27 00:00:00.000000,988,2,66.0
10900,Shirleen,Gamble,1960-02-20 00:00:00.000000,962,1,66.0
10320,Lavera,Keller,1989-05-20 00:00:00.000000,244,1,37.0
10170,Benito,Talley,1969-07-17 00:00:00.000000,335,1,57.0
10813,Rasheeda,Holt,1990-02-02 00:00:00.000000,1012,3,36.0
10267,Toshia,Reyes,1973-11-10 00:00:00.000000,1196,2,52.0
10046,Lilli,Hyde,1963-06-18 00:00:00.000000,364,1,63.0
10821,Kathrin,Rocha,1963-08-07 00:00:00.000000,1052,1,63.0
10240,Criselda,Hull,1989-08-07 00:00:00.000000,844,1,37.0
10875,Kanisha,Houston,1989-08-31 00:00:00.000000,992,2,37.0
10819,Shane,Aguirre,1981-11-20 00:00:00.000000,1103,1,44.0
10467,Mike,Keith,1987-01-01 00:00:00.000000,595,2,39.0
10904,Jason,Cameron,1973-07-07 00:00:00.000000,596,3,53.0
10902,The,Lindsey,1992-11-25 00:00:00.000000,480,1,33.0
10531,Kurtis,Cardenas,1964-04-21 00:00:00.000000,160,2,62.0
10677,Gianna,Day,1995-04-28 00:00:00.000000,1091,3,31.0
10991,Nieves,Baird,1968-11-06 00:00:00.000000,233,1,57.0
10145,0,Rogers,1985-03-22 00:00:00.000000,869,2,41.0
10655,Lurlene,Carver,1965-04-01 00:00:00.000000,931,3,61.0
10400,Maryam,Small,1990-09-28 00:00:00.000000,556,2,35.0
10580,Val,Romero,1991-11-01 00:00:00.000000,103,3,34.0
10209,Eleni,Joyner,1998-08-11 00:00:00.000000,541,2,28.0
10639,Mitch,Carver,1987-11-26 00:00:00.000000,99,1,38.0
10479,Bernardine,Reeves,1969-02-03 00:00:00.000000,120,3,57.0
10849,Dino,Calhoun,1983-12-23 00:00:00.000000,480,2,42.0
10401,Hilaria,Rasmussen,1994-01-08 00:00:00.000000,96,3,32.0
10668,Edison,Walsh,1973-11-07 00:00:00.000000,727,1,52.0
11076,Devorah,Kline,1996-02-14 00:00:00.000000,423,1,30.0
10881,Lachelle,Jones,1998-09-01 00:00:00.000000,1104,3,28.0
10560,Quentin,Pope,1993-06-10 00:00:00.000000,967,1,33.0
10679,Pandora,Cooley,1969-03-31 00:00:00.000000,1018,3,57.0
10579,Hong,Carson,1970-03-20 00:00:00.000000,658,1,56.0
10311,Vashti,Gross,1995-06-19 00:00:00.000000,28,2,31.0
10681,Odell,Estrada,1989-08-03 00:00:00.000000,399,2,37.0
10988,Van,Hinton,1974-12-31 00:00:00.000000,69,3,51.0
10696,Timothy,Fernandez,1968-09-02 00:00:00.000000,328,1,58.0
10072,Bud,Lynch,1990-05-07 00:00:00.000000,1199,3,36.0
10495,Harvey,Lindsay,1997-05-22 00:00:00.000000,703,2,29.0
10307,Van,Frank,1990-06-10 00:00:00.000000,217,3,36.0
10205,Raymond,Booth,1986-05-25 00:00:00.000000,854,1,40.0
10038,Juliane,Compton,1984-06-12 00:00:00.000000,194,2,42.0
10150,Virgil,Horne,1982-10-18 00:00:00.000000,1148,2,43.0
10248,Carmelina,Sykes,1982-08-31 00:00:00.000000,376,2,44.0
10478,Wan,Hardin,1993-12-14 00:00:00.000000,621,2,32.0
10683,Lane,Love,1970-07-29 00:00:00.000000,677,1,56.0
10888,Clay,Duffy,1961-05-25 00:00:00.000000,1169,1,65.0
10424,Santos,Atkinson,1969-09-14 00:00:00.000000,502,2,57.0
10144,Jospeh,Hodges,1993-08-23 00:00:00.000000,477,1,33.0
10684,Lindsey,Henry,1983-01-30 00:00:00.000000,165,1,43.0
10626,Johnson,Lawrence,,143,2,
10763,Benedict,Roy,1991-11-03 00:00:00.000000,937,3,34.0
10539,Arletta,Sykes,1974-07-14 00:00:00.000000,138,1,52.0
10337,Jamar,Brooks,1997-08-20 00:00:00.000000,590,2,29.0
11031,Van,Rojas,1971-03-22 00:00:00.000000,590,3,55.0
10179,0,James,1972-05-09 00:00:00.000000,235,3,54.0
10871,Tiffiny,Vinson,1964-05-09 00:00:00.000000,362,2,62.0
10855,Kit,Williamson,1961-06-20 00:00:00.000000,1142,1,65.0
10130,Wava,Strong,1987-12-14 00:00:00.000000,554,3,38.0
10551,Ashley,Mayer,1995-05-13 00:00:00.000000,621,3,31.0
10434,Raymundo,Castaneda,2000-07-02 00:00:00.000000,561,1,26.0
10572,Demarcus,Hancock,1978-10-27 00:00:00.000000,642,3,47.0
10409,Ezekiel,Roth,1960-03-11 00:00:00.000000,193,1,66.0
10803,Omar,Vaughn,1991-02-09 00:00:00.000000,850,3,35.0
10761,Yuri,Brennan,1961-08-09 00:00:00.000000,707,2,65.0
10503,Simon,Nicholson,1985-05-31 00:00:00.000000,1110,1,41.0
10968,Melvin,Logan,1961-05-15 00:00:00.000000,775,1,65.0
10426,Damion,Compton,1991-07-27 00:00:00.000000,1190,1,35.0
10741,Leroy,Clarke,1962-06-17 00:00:00.000000,437,3,64.0
10086,Rafael,Buck,1977-05-04 00:00:00.000000,524,1,49.0
10093,Jacquelyne,Mcpherson,1974-06-10 00:00:00.000000,1015,2,52.0
10468,Earnest,West,1983-03-14 00:00:00.000000,957,1,43.0
10926,Verline,Steele,1982-09-05 00:00:00.000000,391,3,44.0
10929,Kareem,Schmidt,1992-07-27 00:00:00.000000,451,2,34.0
11012,Angelika,Hoover,1976-09-16 00:00:00.000000,901,3,50.0
10362,Yessenia,Conner,1999-07-06 00:00:00.000000,704,1,27.0
10648,Bradley,Richards,1977-05-19 00:00:00.000000,949,1,49.0
10525,Lucio,0,1967-11-13 00:00:00.000000,1060,1,58.0
10190,Kareen,Tyson,1987-05-15 00:00:00.000000,325,1,39.0
10361,Hanh,Vincent,2025-09-28 15:01:42.854835,29,1,0.0
10699,Claudio,0,1983-10-15 00:00:00.000000,614,2,42.0
10198,Jamaal,James,1998-08-06 00:00:00.000000,358,2,28.0
10140,Eddie,Contreras,1972-07-11 00:00:00.000000,230,2,54.0
10332,Salley,Buckner,1987-03-01 00:00:00.000000,1080,3,39.0
10069,Vena,Huber,1989-08-17 00:00:00.000000,905,2,37.0
10063,Adolfo,Bean,1968-06-12 00:00:00.000000,358,2,58.0
11055,Martin,Russo,1988-09-17 00:00:00.000000,116,3,38.0
10168,Lonnie,Benson,1992-05-17 00:00:00.000000,916,3,34.0
10672,Jaime,Santos,1999-12-05 00:00:00.000000,1010,1,26.0
11033,Johanne,Burch,1988-11-10 00:00:00.000000,934,1,37.0
11093,Larry,Lewis,1968-08-20 00:00:00.000000,103,3,58.0
10149,Elijah,Sweet,1972-11-14 00:00:00.000000,548,1,53.0
10373,wrice,Giles,1982-11-23 00:00:00.000000,838,1,43.0
10957,Adriene,Slater,1998-12-14 00:00:00.000000,917,2,27.0
10588,Dino,Valentine,1963-04-14 00:00:00.000000,674,1,63.0
11030,Rudolph,Patton,1990-11-04 00:00:00.000000,571,2,35.0
10687,Alex,Blankenship,1972-06-01 00:00:00.000000,919,1,54.0
10491,Delora,Richmond,1990-09-13 00:00:00.000000,39,3,36.0
10017,Kristopher,Whitaker,1987-01-01 00:00:00.000000,642,1,39.0
10004,Natashia,Gillespie,1985-05-27 00:00:00.000000,668,2,41.0
10239,Sean,Pope,1997-09-13 00:00:00.000000,896,3,29.0
10992,Deon,Kline,1976-12-31 00:00:00.000000,758,1,49.0
10656,Genny,Woodard,2000-09-01 00:00:00.000000,1043,1,26.0
10937,Wes,Gamble,1970-10-05 00:00:00.000000,1047,1,55.0
11006,Deshawn,0,1973-01-20 00:00:00.000000,55,2,53.0
10462,Vashti,Baldwin,1975-07-13 00:00:00.000000,530,3,51.0
10912,Mariano,Bean,1976-12-10 00:00:00.000000,95,2,49.0
10355,Jacquiline,0,1960-09-18 00:00:00.000000,1107,3,66.0
10043,Beau,Byrd,1976-05-08 00:00:00.000000,1044,3,50.0
10606,Theo,Ashley,1997-07-13 00:00:00.000000,937,1,29.0
10827,Romeo,Reed,1977-08-01 00:00:00.000000,15,3,49.0
10338,Otelia,Alexander,1998-01-26 00:00:00.000000,1200,1,28.0
10778,Madie,0,1976-08-05 00:00:00.000000,371,1,50.0
10607,Jesenia,Wade,1970-05-03 00:00:00.000000,637,2,56.0
10298,Renetta,Logan,2000-08-08 00:00:00.000000,405,2,26.0
10559,Stephen,Hale,1990-05-26 00:00:00.000000,713,2,36.0
10142,Xavier,Meyer,1976-08-13 00:00:00.000000,785,2,50.0
10364,Dannielle,Bray,1994-09-28 00:00:00.000000,1164,3,31.0
10340,Omar,Whitakr,1996-01-15 00:00:00.000000,1183,1,30.0
10112,Gene,Lopez,1992-10-01 00:00:00.000000,604,1,33.0
10020,Hilde,Kaufman,1968-11-23 00:00:00.000000,1190,2,57.0
10949,Boyd,Dickson,1997-02-18 00:00:00.000000,1172,1,29.0
10138,Max,Kim,1963-02-22 00:00:00.000000,777,2,63.0
10700,Wendolyn,Powers,2000-01-21 00:00:00.000000,564,3,26.0
10627,Keenan,Good,1991-02-28 00:00:00.000000,782,1,35.0
10226,Thurman,0,,1020,2,
10574,August,Lamb,1996-06-09 00:00:00.000000,352,1,30.0
10203,Christopher,Randall,1995-05-05 00:00:00.000000,405,2,31.0
11066,Warren,Lawrence,2000-11-25 00:00:00.000000,65,3,25.0
10075,Cythia,Marshall,1966-06-10 00:00:00.000000,1027,3,60.0
10640,Emil,Rocha,1963-06-01 00:00:00.000000,86,3,63.0
10713,Gilbert,Bernard,,1139,1,
10695,Mirella,Gibson,1961-03-16 00:00:00.000000,158,3,65.0
10760,Rolando,Serrano,1995-04-24 00:00:00.000000,651,2,31.0
10899,Corliss,Willis,1969-10-01 00:00:00.000000,331,1,56.0
10136,Isidro,Melendez,1984-02-03 00:00:00.000000,894,1,42.0
10826,Onita,Christensen,1987-01-15 00:00:00.000000,70,3,39.0
10105,Lance,Mcleod,2000-04-21 00:00:00.000000,805,2,26.0
10852,Chung,Neal,1991-08-06 00:00:00.000000,166,3,35.0
10998,Booker,Booth,1997-10-27 00:00:00.000000,1184,2,28.0
10658,Emerson,Mathis,1970-08-11 00:00:00.000000,91,2,56.0
10764,Willodean,Calhoun,1992-06-09 00:00:00.000000,123,1,34.0
10451,Kurtis,Hanson,1965-08-08 00:00:00.000000,625,2,61.0
10302,Lexie,Hendrix,1996-03-28 00:00:00.000000,405,1,30.0
10624,Valene,Welch,1969-02-23 00:00:00.000000,655,3,57.0
10494,Michel,Snider,1965-12-28 00:00:00.000000,1061,2,60.0
10986,Hertha,Harmon,1961-11-17 00:00:00.000000,628,3,64.0
10359,Loris,Chase,1970-08-31 00:00:00.000000,455,3,56.0
11098,Amee,York,1976-02-19 00:00:00.000000,85,2,50.0
10907,Carlee,Bradley,1960-10-24 00:00:00.000000,542,1,65.0
10785,Cornell,Rosales,1961-07-22 00:00:00.000000,869,1,65.0
10877,Londa,Sanchez,1986-04-19 00:00:00.000000,324,2,40.0
10256,Leopoldo,Sweney,1991-01-04 00:00:00.000000,1124,2,35.0
10331,Lynelle,Dyer,1990-05-22 00:00:00.000000,575,2,36.0
10421,Dann,Gilbert,1986-01-08 00:00:00.000000,792,3,40.0
11062,Yevette,Fernandez,1964-07-24 00:00:00.000000,298,2,62.0
11039,Loren,Becker,1989-08-26 00:00:00.000000,914,1,37.0
10773,Marchelle,Sexton,1972-03-14 00:00:00.000000,932,3,54.0
10552,Colby,Harmon,1961-04-09 00:00:00.000000,903,2,65.0
10842,Sherilyn,Middleton,1992-08-08 00:00:00.000000,354,2,34.0
10526,Roman,Mcclain,1992-07-25 00:00:00.000000,1031,2,34.0
11081,Sirena,Freeman,1978-03-10 00:00:00.000000,822,3,48.0
10317,Michelina,Barber,1979-08-27 00:00:00.000000,1115,3,47.0
10334,Zandra,Soto,1973-10-23 00:00:00.000000,50,1,52.0
10202,Elizabeth,Tillman,1977-01-07 00:00:00.000000,261,1,49.0
10583,Jeff,Rojas,1971-10-11 00:00:00.000000,306,1,54.0
11034,Gonzalo,Rocha,1986-10-15 00:00:00.000000,463,3,39.0
10268,Yahaira,Landry,1990-04-21 00:00:00.000000,641,1,36.0
10040,Nenita,O'connor,1980-07-03 00:00:00.000000,1127,1,46.0
10007,Rick,Rollins,1962-11-03 00:00:00.000000,762,1,63.0
10329,Gwyn,Schneider,1995-06-28 00:00:00.000000,1132,2,31.0
10250,Albertine,Baxter,1980-12-10 00:00:00.000000,976,1,45.0
10549,Ray,Phelps,1977-08-05 00:00:00.000000,393,2,49.0
10071,Brady,Irwin,1996-08-11 00:00:00.000000,163,1,30.0
11067,Nicky,Parrish,1988-03-10 00:00:00.000000,556,3,38.0
10113,Gaynelle,Mckee,1974-09-20 00:00:00.000000,130,1,52.0
11021,Chanelle,Allen,1981-12-18 00:00:00.000000,98,2,44.0
10193,Otha,Heath,1982-10-04 00:00:00.000000,753,2,43.0
10056,Murray,Salazar,1975-08-14 00:00:00.000000,509,2,51.0
10969,Wenona,Newton,1982-07-19 00:00:00.000000,264,2,44.0
10143,Carol,Forbes,1981-07-03 00:00:00.000000,902,1,45.0
10970,Deandrea,Mckinney,1981-08-03 00:00:00.000000,60,3,45.0
10095,Vernetta,Hooper,1972-05-18 00:00:00.000000,408,1,54.0
11019,Brain,Tucker,1987-10-08 00:00:00.000000,665,2,38.0
10632,Kenton,Francis,1998-09-08 00:00:00.000000,1209,3,28.0
10106,Jenine,Conner,2000-01-05 00:00:00.000000,1180,3,26.0
10943,Chang,Mckee,1963-06-09 00:00:00.000000,381,1,63.0
10482,Jetta,Vang,1999-07-19 00:00:00.000000,1186,2,27.0
10506,Taylor,Barry,1972-03-07 00:00:00.000000,151,1,54.0
10537,Ivory,Carter,1996-05-24 00:00:00.000000,145,2,30.0
10798,Virgilio,Singleton,1999-07-14 00:00:00.000000,299,3,27.0
10351,Valene,Perry,1967-06-18 00:00:00.000000,524,1,59.0
10135,Ramiro,Hodge,1973-05-18 00:00:00.000000,1190,1,53.0
10914,Tien,Dale,1983-09-13 00:00:00.000000,697,1,43.0
10650,Inger,Burt,1962-06-10 00:00:00.000000,3,3,64.0
10879,Ivan,Morton,1996-07-13 00:00:00.000000,1035,2,30.0
10127,Jamie,Lynn,1978-11-25 00:00:00.000000,325,1,47.0
11087,0,Cortez,1969-10-14 00:00:00.000000,63,3,56.0
10049,Gema,Mckenzie,1980-09-16 00:00:00.000000,869,1,46.0
10882,Latrisha,Maxwell,2025-10-06 15:01:42.854835,520,3,0.0
10073,Armanda,Mcguire,1991-07-09 00:00:00.000000,1109,2,35.0
10844,Crissy,Mcclain,1985-01-13 00:00:00.000000,359,3,41.0
10841,Marty,Berger,1969-12-25 00:00:00.000000,684,2,56.0
10435,Teddy,Harmon,1970-06-12 00:00:00.000000,745,3,56.0
10653,Faviola,Robertson,,1067,2,
10505,Audrie,Juarez,,779,1,
10124,Arlinda,Franks,1970-11-06 00:00:00.000000,171,1,55.0
10756,Miesha,Thornton,1975-05-28 00:00:00.000000,869,1,51.0
10567,Federico,Vaughn,1982-02-13 00:00:00.000000,635,3,44.0
10909,Nathanael,Flynn,1962-03-23 00:00:00.000000,900,3,64.0
10736,Cindie,Alston,2000-05-24 00:00:00.000000,98,2,26.0
10779,Amal,Drake,1980-01-26 00:00:00.000000,595,2,46.0
10865,Aurore,Dominguez,1976-09-16 00:00:00.000000,280,1,50.0
10724,Shan,Robertson,1974-06-27 00:00:00.000000,413,2,52.0
11011,Shanae,Holden,1976-04-19 00:00:00.000000,363,3,50.0
11025,Romeo,Huff,1993-11-13 00:00:00.000000,12,2,32.0
11008,Albertine,Moore,1964-06-27 00:00:00.000000,558,3,62.0
10276,Rachell,Puckett,1978-12-24 00:00:00.000000,1122,2,47.0
10175,Chance,Chavez,1993-05-07 00:00:00.000000,1018,3,33.0
10402,Jacqulyn,Hansen,1968-09-29 00:00:00.000000,737,1,57.0
10933,Anthony,Hurley,1980-12-30 00:00:00.000000,369,3,45.0
10993,Rana,Briggs,1988-09-19 00:00:00.000000,1176,2,37.0
10139,Lynna,0,1981-07-04 00:00:00.000000,439,1,45.0
10828,Zita,0,1969-11-25 00:00:00.000000,54,1,56.0
11032,Terina,King,1971-03-01 00:00:00.000000,145,3,55.0
11063,Doria,Booth,1988-09-03 00:00:00.000000,220,2,38.0
11061,Stuart,Justice,1966-07-27 00:00:00.000000,627,3,60.0
10180,Mario,Shepherd,1975-05-03 00:00:00.000000,892,1,51.0
10365,Ariel,Parks,1985-07-09 00:00:00.000000,1001,2,41.0
10432,0,Morton,1996-08-08 00:00:00.000000,1188,3,30.0
11005,Kenneth,Sampson,1970-02-10 00:00:00.000000,328,2,56.0
10206,Courtney,Martinez,1968-05-25 00:00:00.000000,506,1,58.0
10686,Mellie,Walker,1978-09-22 00:00:00.000000,1022,2,47.0
10227,Edison,Mcclain,1979-02-03 00:00:00.000000,531,3,47.0
10431,Sima,Cleveland,1995-10-18 00:00:00.000000,327,3,30.0
10876,Curtis,Vasquez,1983-10-22 00:00:00.000000,1200,2,42.0
10890,0,Warner,1969-02-05 00:00:00.000000,746,3,57.0
10739,Bronwyn,Hatfield,1987-11-04 00:00:00.000000,927,3,38.0
10963,Dirk,Baldwin,1973-12-16 00:00:00.000000,490,1,52.0
10481,Jewell,Richmond,1961-02-25 00:00:00.000000,536,3,65.0
11053,Morgan,Terry,1985-07-18 00:00:00.000000,1138,3,41.0
10670,Mozella,Bentley,1977-03-06 00:00:00.000000,837,2,49.0
10727,Alessandra,Moreno,1969-01-04 00:00:00.000000,818,1,57.0
10702,Thresa,Hopkins,1998-09-16 00:00:00.000000,517,2,28.0
10024,Nichol,Bullock,1960-04-12 00:00:00.000000,1142,3,66.0
10500,Chauncey,Ward,1970-02-11 00:00:00.000000,1062,2,56.0
10901,Dong,Charles,1961-01-12 00:00:00.000000,1003,1,65.0
10197,Celestina,Mullins,1987-06-18 00:00:00.000000,1093,1,39.0
10121,Gary,Berry,1964-08-11 00:00:00.000000,360,3,62.0
10039,Jarred,Valentine,1961-07-10 00:00:00.000000,776,3,65.0
10006,Fumiko,Case,1983-01-23 00:00:00.000000,623,3,43.0
10023,Kayleigh,Hartman,1978-04-20 00:00:00.000000,283,2,48.0
10604,0,Boyle,1965-10-18 00:00:00.000000,1149,3,60.0
10266,Sadye,Barnes,1963-03-31 00:00:00.000000,230,1,63.0
10410,Jean,Albert,1967-04-15 00:00:00.000000,700,2,59.0
10283,Pauletta,Whitney,1991-01-05 00:00:00.000000,449,3,35.0
10387,Lynetta,Reese,1968-03-24 00:00:00.000000,447,3,58.0
11023,Antwan,Mclean,2000-11-19 00:00:00.000000,981,3,25.0
10249,Archie,Good,1998-06-29 00:00:00.000000,675,3,28.0
10217,Tiesha,West,1988-03-23 00:00:00.000000,209,3,38.0
10554,Eloda,Hester,1965-09-08 00:00:00.000000,15,1,61.0
10972,My,Herring,1974-09-08 00:00:00.000000,192,3,52.0
10547,Dusti,Maldonado,1996-10-03 00:00:00.000000,943,2,29.0
10566,Dusty,Guzman,1999-05-13 00:00:00.000000,82,1,27.0
10513,Song,Ellis,1978-09-16 00:00:00.000000,983,1,48.0
10850,Laine,Montgomery,1989-08-28 00:00:00.000000,1115,3,37.0
10151,Sherwood,Kemp,1997-05-25 00:00:00.000000,557,1,29.0
10984,Valentine,Spencer,1960-10-11 00:00:00.000000,1075,3,65.0
10534,0,Wiggins,1962-10-05 00:00:00.000000,741,3,63.0
11086,Kurt,Mack,1960-04-03 00:00:00.000000,759,1,66.0
10703,Larry,Hughes,1971-05-24 00:00:00.000000,755,2,55.0
10615,Yong,Gentry,1979-04-23 00:00:00.000000,653,3,47.0
10735,Jonas,Santiago,1996-01-06 00:00:00.000000,1015,3,30.0
10542,Mitch,Fry,1970-09-16 00:00:00.000000,1007,3,56.0
10563,Jay,Lyons,1960-05-20 00:00:00.000000,173,2,66.0
10603,Harley,Yates,1994-07-25 00:00:00.000000,825,2,32.0
10183,Martin,Cox,1967-09-17 00:00:00.000000,670,2,59.0
10921,Donovan,Wynn,1995-06-28 00:00:00.000000,542,3,31.0
10068,Micha,Salinas,1995-04-14 00:00:00.000000,1183,1,31.0
10535,Muoi,Horton,1966-03-07 00:00:00.000000,843,2,60.0
10896,Kurt,Dominguez,1995-02-14 00:00:00.000000,927,2,31.0
10000,Maybell,Acevedo,1979-12-27 00:00:00.000000,1021,2,46.0
10708,Mitsuko,Hatfield,1968-07-22 00:00:00.000000,794,1,58.0
10590,Gilberto,Winters,1988-09-23 00:00:00.000000,501,1,37.0
10663,Keven,Holden,1976-09-19 00:00:00.000000,815,2,50.0
10219,Glayds,Garcia,1993-10-15 00:00:00.000000,408,2,32.0
10647,Jerica,Merrill,2000-08-28 00:00:00.000000,1055,2,26.0
10393,Bebe,Marquez,1981-03-20 00:00:00.000000,803,1,45.0
10316,Katia,Calhoun,1967-09-05 00:00:00.000000,114,1,59.0
10753,Kathyrn,Simmons,1999-09-26 00:00:00.000000,510,3,26.0
10287,Lorean,Mccarthy,1995-01-22 00:00:00.000000,883,3,31.0
10758,Reita,Knowles,1991-11-04 00:00:00.000000,591,1,34.0
10934,Danika,Barton,1994-09-28 00:00:00.000000,370,3,31.0
10363,Cruz,Sampson,1997-07-13 00:00:00.000000,770,3,29.0
10745,Horace,David,1983-02-18 00:00:00.000000,997,3,43.0
10962,Jamar,Tyler,1992-08-12 00:00:00.000000,747,3,34.0
10412,Trudi,Torres,1987-12-18 00:00:00.000000,79,2,38.0
10965,Aracelis,Hubbard,1978-11-03 00:00:00.000000,1049,3,47.0
10981,Gil,Rice,1985-01-03 00:00:00.000000,1127,2,41.0
10669,0,Keith,1998-02-28 00:00:00.000000,715,1,28.0
10159,Tenesha,Skinner,1960-08-10 00:00:00.000000,572,2,66.0
10235,Alane,Payne,1972-10-03 00:00:00.000000,891,1,53.0
10982,Joella,Francis,1967-07-18 00:00:00.000000,413,1,59.0
10415,Lamont,Juarez,1997-04-08 00:00:00.000000,501,3,29.0
10589,Elias,Sherman,2026-03-09 15:01:42.854835,185,2,0.0
10709,Cristobal,Copeland,1995-02-16 00:00:00.000000,475,3,31.0
10920,Kaleigh,Wilkinson,1967-09-20 00:00:00.000000,906,3,59.0
